metric,all,disc,val
total_trades,104,93,11
wins,67,59,8
losses,37,34,3
flats,0,0,0
win_rate_pct,64.4,63.4,72.7
total_pnl_usd,1105.31,857.75,247.57
avg_pnl_per_trade,10.63,9.22,22.51
max_drawdown_usd,1288.54,1288.54,291.50
best_trade_usd,119.50,119.50,119.50
worst_trade_usd,-205.50,-205.50,-205.50
run_timestamp,2026-04-05T02:02:14.165Z,,
