metric,all,disc,val
total_trades,104,93,11
wins,71,63,8
losses,33,30,3
flats,0,0,0
win_rate_pct,68.3,67.7,72.7
total_pnl_usd,1614.94,1357.94,257.00
avg_pnl_per_trade,15.53,14.60,23.36
max_drawdown_usd,741.70,741.70,216.50
best_trade_usd,94.50,94.50,94.50
worst_trade_usd,-155.50,-155.50,-155.50
run_timestamp,2026-04-05T02:02:14.151Z,,
