metric,all,disc,val
total_trades,67,62,5
wins,42,39,3
losses,25,23,2
flats,0,0,0
win_rate_pct,62.7,62.9,60.0
total_pnl_usd,1058.26,1097.05,-38.79
avg_pnl_per_trade,15.79,17.69,-7.76
max_drawdown_usd,570.85,570.85,191.50
best_trade_usd,119.50,119.50,119.50
worst_trade_usd,-155.50,-155.50,-155.50
run_timestamp,2026-04-05T02:13:58.630Z,,
