metric,all,disc,val
total_trades,52,47,5
wins,35,32,3
losses,17,15,2
flats,0,0,0
win_rate_pct,67.3,68.1,60.0
total_pnl_usd,1413.72,1366.22,47.50
avg_pnl_per_trade,27.19,29.07,9.50
max_drawdown_usd,570.85,570.85,191.50
best_trade_usd,119.50,119.50,119.50
worst_trade_usd,-155.50,-155.50,-155.50
run_timestamp,2026-04-05T02:13:58.614Z,,
